ক্রম	নির্বাচনী এলাকার নম্বর ও নাম	প্রতিদ্ন্্বী প্রার্থী	রাজনৈতিক দল	প্রতীক	মন্তব্য
১৬২৪	২৫৮ কুমিল্লা-১০	মোঃ শহীদুল ইসলাম ভূঁইয়া	গণ ফোরাম	উদীয়মান সূর্য	
১৬২৫	২৫৯ কুমিল্লা-১১	মোঃ মুজিবুল হক	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৬২৬	২৫৯ কুমিল্লা-১১	মোঃ মিজানুর রহমান	স্বতন্ত্র	ফুলকপি	
১৬২৭	২৫৯ কুমিল্লা-১১	মোঃ মোস্তফা কামাল	- জাতীয় পাটি	লাঙ্গল	
১৬২৮	২৫৯ কুমিল্লা-১১	আবদুর রহমান জাহাঙ্গীর	গণ ফোরাম	উদীয়মান সূর্য	
১৬২৯	২৫৯ কুমিল্লা-১১	মোঃ খোরশেদ আলম	ইসলামী এঁক্যজোট	মিনার	
৯৬৩০	২৫৯ কুমিল্লা-১১	জসিম উদ্দিন	বাংলাদেশ ন্যাশনালিষ্ট ফ্রন্ট-বিএনএফ	টেলিভিশন	
৯৬৩১	২৫৯ কুমিল্লা-১১	মোঃ নিজাম উদ্দিন	স্বতন্ত্র	ঈগল	
১৬৩২	২৬০ চীদপুর-১	সাইফুল ইসলাম	জাতীয় সমাজতান্ত্রিক দল - জাসদ	মশাল	
৯৬৩৩	২৬০ চীদপুর-১	মোঃ সেলিম প্রধান	ইসলামিক ফ্রন্ট বাংলাদেশ	চেয়ার	
১৬৩৪	২৬০ চীদপুর-১	সেলিম মাহমুদ	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৬৩৫	২৬১ চীদপুর-২	মোফাজ্জল হোসাইন চৌধুরী	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৯৬৩৬	২৬১ চীদপুর-২	মোঃ মনির হোসেন	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
৯৬৩৭	২৬১ চীদপুর-২	মোঃ এমরান হোসেন মিয়া	- জাতীয় পাটি	লাঙ্গল	
৯৬৩৮	২৬১ চীদপুর-২	মোঃ হাছান আলী সিকদার	জাতীয় সমাজতান্ত্রিক দল - জাসদ	মশাল	
৯৬৩৯	২৬১ চীদপুর-২	এম ইসফাক আহসান	স্বতন্ত্র	ঈগল	
৯৬৪০	২৬২ চীদপুর-৩	ড. মোহাম্মদ সামছুল হক ভূইয়া	স্বতন্ত্র	ঈগল	
১৬৪৯	২৬২ চীদপুর-৩	ডা: দীপু মনি	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৬৪২	২৬২ চীদপুর-৩	মোঃ অহসীন খান	- জাতীয় পাটি	লাঙ্গল	
৯৬৪৩	২৬২ চীদপুর-৩	মোঃ কাওছার মোল্লা	- জাকের পাটি	গোলাপ ফুল	
১৬৪৪	২৬২ চীদপুর-৩	আবু জাফর মোঃ মাইনুদ্দিন	বাংলাদেশ ইসলামী ফ্রন্ট	মোমবাতি	
১৬৪৫	২৬২ চীদপুর-৩	মোঃ মিজানুর রহমান	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
১৬৪৬	২৬২ চীদপুর-৩	মোঃ রেদোয়ান খান	স্বতন্ত্র	ট্রাক	
১৯৬৪৭	২৬৩ চীদপুর-৪	সাজ্জাদ রশিদ	- জাতীয় পাটি	লাঙ্গল	
১৬৪৮	২৬৩ চীদপুর-৪	জালাল আহমেদ	স্বতন্ত্র	ট্রাক	
৯৬৪৯	২৬৩ চীদপুর-৪	মুহম্মদ শফিকুর রহমান	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৬৫০	২৬৩ চীদপুর-৪	আব্দুল গনি	- ন্যাশনাল পিপলসূ পাটি	আম	
৯৬৫১	২৬৩ চীদপুর-৪	বাকী বিল্লাহ মিশকাত চৌধুরী	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
১৬৫২	২৬৩ চীদপুর-৪	ড. মোহাম্মদ সামছুল হক ভূইয়া	স্বতন্ত্র	ঈগল	
১৬৫৩	২৬৩ চীদপুর-৪	মোঃ আব্দুল কাদির তালুকদার	ভূণমূল বিএনপি	সোনালী আশি	
৯৬৫৪	২৬৩ চীদপুর-৪	ডঃ মোহাম্মদ শাহজাহান	বাংলাদেশ জাতীয়তাবাদী আন্দোলন	নোঙ্গর	
৯৬৫৫	২৬৪ চীদপুর-৫	রফিকুল ইসলাম	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৯৬৫৬	২৬৪ চীদপুর-৫	সৈয়দ বাহাদুর শাহ্‌ মুজাদ্দেদী	ইসলামিক ফ্রন্ট বাংলাদেশ	চেয়ার	
৯৬৫৭	২৬৪ চীদপুর-৫	গাজী মাঈনুদ্দিন	স্বতন্ত্র	ঈগল	
১৬৫৮	২৬৪ চীদপুর-৫	বাকী বিল্লাহ মিশকাত চৌধুরী	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
৯৬৫৯	২৬৪ চীদপুর-৫	মোহাম্মদ সফিকুল আলম	স্বতন্ত্র	ট্রাক	
৯৬৬০	২৬৪ চীদপুর-৫	আক্তার হোসেন	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
৯৬৬৯	২৬৫ ফেনী-১	আলাউদ্দিন আহম্মাদ টোধুরী	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৬৬২	২৬৫ ফেনী-১	আবুল হাশেম চৌধুরী	স্বতন্ত্র	ঈগল	
৯৬৬৩	২৬৫ ফেনী-১	মোঃ শাহজাহান শোভু)	ভূণমূল বিএনপি	সোনালী আশী	
৯৬৬৪	২৬৫ ফেনী-১	কাজী মোঃ নুরুল আলম	বাংলাদেশ ইসলামী ফ্রন্ট	মোমবাতি	
৯৬৬৫	২৬৫ ফেনী-১	শাহরিয়ার ইকবাল	- জাতীয় পাটি	লাঙ্গল	
১৬৬৬	২৬৫ ফেনী-১	মাহবুব মোরশেদ মজুমদার	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
১৬৬৭	২৬৬ ফেনী-২	নিজাম উদ্দীন হাজারী	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৯৬৬৮	২৬৬ ফেনী-২	এ.এস.এম আনোয়ারুল করিম	স্বতন্ত্র	ঈগল	
৯৬৬৯	২৬৬ ফেনী-২	খোন্দকার নজরুল ইসলাম	- জাতীয় পাটি	লাঙ্গল	
১৬৭০	২৬৬ ফেনী-২	মোহাম্মদ হোসেন	বাংলাদেশ কংগ্রেস	ডাৰ	
৯৬৭১৯	২৬৬ ফেনী-২	মাওঃ নুরুল ইসলাম	বাংলাদেশ ইসলামী ফ্রন্ট	মোমবাতি	
১৬৭২	২৬৬ ফেনী-২	মোহাম্মদ আবুল হোসেন	বাংলাদেশ খেলাফত আন্দোলন	বটগাছ	
৯৬৭৩	২৬৬ ফেনী-২	মোহাম্মদ নুরুল আমিন ভূঞা	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
১৬৭৪	২৬৬ ফেনী-২	আ.ই.ম আমজাদ হোসেন ভূঞা	ভূণমূল বিএনপি	সোনালী আশি	
৯৬৭৫	২৬৭ ফেনী-৩	মাসুদ উদ্দিন চৌধুরী	- জাতীয় পাটি	লাঙ্গল	
১৬৭৬	২৬৭ ফেনী-৩	তবরাক হোসেন	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
১৬৭৭	২৬৭ ফেনী-৩	আজিম উদ্দিন আহমেদ	ভূণমূল বিএনপি	সোনালী আশি	
৯৬৭৮	২৬৭ ফেনী-৩	এ.বি.এম. জুবায়ের ইবনে সুফিয়ান	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
৯৬৭৯	২৬৭ ফেনী-৩	মোঃ আবু নাছির	ইসলামিক ফ্রন্ট বাংলাদেশ	চেয়ার	
৯৬৮০	২৬৭ ফেনী-৩	নিজাম উদ্দিন	বাংলাদেশ ইসলামী ফ্রন্ট	মোমবাতি	
৯৬৮৯	২৬৭ ফেনী-৩	রহিম উল্লাহ্‌	স্বতন্ত্র	ঈগল	
৯৬৮২৯	২৬৮ নোয়াখালী-১	এইচ এম ইব্রাহিম	বাংলাদেশ আওয়ামী লীগ	নৌকা	
১৬৮৩	২৬৮ নোয়াখালী-১	মো: খোরশেদ আলম	গণক্ন্ট	মাছ	
৯৬৮৪	২৬৮ নোয়াখালী-১	মো: হারুন-অর-রশিদ	জাতীয় সমাজতান্ত্রিক দল - জাসদ	মশাল	
১৬৮৫	২৬৮ নোয়াখালী-১	মো: শাহ আলম	ইসলামিক ফ্রন্ট বাংলাদেশ	চেয়ার	
৯৬৮৬	২৬৮ নোয়াখালী-১	মো: মমিনুল ইসলাম	বাংলাদেশ ইসলামী ফ্রন্ট	মোমবাতি	
৯৬৮৭	২৬৮ নোয়াখালী-১	এ.কে.এম সেলিম ভুইয়া	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
১৬৮৮	২৬৮ নোয়াখালী-১	খন্দকার আর আমিন	স্বতন্ত্র	ঈগল	
১৬৮৯	২৬৮ নোয়াখালী-১	আবু নাছের ওয়াহেদ ফারুক	বাংলাদেশ কংগ্রেস	ডাৰ	
৯৬৯০	২৬৯ নোয়াখালী-২	নাইমুল আহসান	জাতীয় সমাজতান্ত্রিক দল - জাসদ	মশাল	
৯৬৯৯	২৬৯ নোয়াখালী-২	মোহাম্মদ আবুল কালাম আজাদ	বাংলাদেশ ন্যাশনালিষ্ট ফ্রন্ট-বিএনএফ	টেলিভিশন	
